youtube_id,cluster
tsne_3118,1134
tsne_3119,719
tsne_3120,997
tsne_3121,-1
tsne_3122,-1
tsne_3123,70
tsne_3124,298
tsne_3125,-1
tsne_3126,1135
tsne_3127,-1
tsne_3128,496
tsne_3129,294
tsne_3130,1136
tsne_3131,-1
tsne_3132,585
tsne_3133,763
tsne_3134,686
tsne_3135,479
tsne_3136,-1
tsne_3137,92
tsne_3138,88
tsne_3139,441
tsne_3140,723
tsne_3141,-1
tsne_3142,1137
tsne_3143,75
tsne_3144,563
tsne_3145,415
tsne_3146,17
tsne_3147,-1
tsne_3148,-1
tsne_3149,193
tsne_3150,1138
tsne_3151,930
tsne_3152,377
tsne_3153,1139
tsne_3154,-1
tsne_3155,189
tsne_3156,543
tsne_3157,507
tsne_3158,400
tsne_3159,775
tsne_3160,458
tsne_3161,-1
tsne_3162,58
tsne_3163,185
tsne_3164,490
tsne_3165,-1
tsne_3166,159
tsne_3167,1140
tsne_3168,1141
tsne_3169,103
tsne_3170,826
tsne_3171,-1
tsne_3172,1054
tsne_3173,747
tsne_3174,1073
tsne_3175,-1
tsne_3176,302
tsne_3177,1142
tsne_3178,445
tsne_3179,429
tsne_3180,106
tsne_3181,1117
tsne_3182,575
tsne_3183,491
tsne_3184,796
tsne_3185,-1
tsne_3186,-1
tsne_3187,-1
tsne_3188,1068
tsne_3189,749
tsne_3190,48
tsne_3191,-1
tsne_3192,905
tsne_3193,420
tsne_3194,-1
tsne_3195,-1
tsne_3196,-1
tsne_3197,-1
tsne_3198,1016
tsne_3199,1097
tsne_3200,1066
tsne_3201,359
tsne_3202,1143
tsne_3203,-1
tsne_3204,785
tsne_3205,646
tsne_3206,-1
tsne_3207,75
tsne_3208,1015
tsne_3209,811
tsne_3210,427
tsne_3211,-1
tsne_3212,871
tsne_3213,1144
tsne_3214,693
tsne_3215,901
tsne_3216,-1
tsne_3217,653
tsne_3218,516
tsne_3219,1145
tsne_3220,-1
tsne_3221,-1
tsne_3222,-1
tsne_3223,644
tsne_3224,488
tsne_3225,92
tsne_3226,185
tsne_3227,366
tsne_3228,-1
tsne_3229,-1
tsne_3230,963
tsne_3231,1106
tsne_3232,-1
tsne_3233,-1
tsne_3234,425
tsne_3235,524
tsne_3236,1146
tsne_3237,868
tsne_3238,744
tsne_3239,185
tsne_3240,523
tsne_3241,563
tsne_3242,-1
tsne_3243,656
tsne_3244,645
tsne_3245,-1
tsne_3246,248
tsne_3247,796
tsne_3248,-1
tsne_3249,929
tsne_3250,526
tsne_3251,23
tsne_3252,372
tsne_3253,563
tsne_3254,-1
tsne_3255,1147
tsne_3256,85
tsne_3257,520
tsne_3258,806
tsne_3259,-1
tsne_3260,828
tsne_3261,-1
tsne_3262,243
tsne_3263,-1
tsne_3264,820
tsne_3265,485
tsne_3266,1148
tsne_3267,1114
tsne_3268,1149
tsne_3269,1044
tsne_3270,1150
tsne_3271,1151
tsne_3272,1034
tsne_3273,728
tsne_3274,834
tsne_3275,596
tsne_3276,-1
tsne_3277,521
tsne_3278,-1
tsne_3279,155
tsne_3280,944
tsne_3281,855
tsne_3282,-1
tsne_3283,-1
tsne_3284,-1
tsne_3285,480
tsne_3286,-1
tsne_3287,-1
tsne_3288,1053
tsne_3289,743
tsne_3290,825
tsne_3291,1092
tsne_3292,580
tsne_3293,-1
tsne_3294,291
tsne_3295,-1
tsne_3296,-1
tsne_3297,411
tsne_3298,-1
tsne_3299,1008
tsne_3300,-1
tsne_3301,290
tsne_3302,336
tsne_3303,32
tsne_3304,1152
tsne_3305,58
tsne_3306,974
tsne_3307,-1
tsne_3308,354
tsne_3309,187
tsne_3310,1153
tsne_3311,70
tsne_3312,1065
tsne_3313,628
tsne_3314,1154
tsne_3315,702
tsne_3316,1155
tsne_3317,438
tsne_3318,76
tsne_3319,-1
tsne_3320,237
tsne_3321,949
tsne_3322,1156
tsne_3323,-1
tsne_3324,-1
tsne_3325,1102
tsne_3326,125
tsne_3327,-1
tsne_3328,633
tsne_3329,-1
tsne_3330,-1
tsne_3331,922
tsne_3332,-1
tsne_3333,266
tsne_3334,645
tsne_3335,75
tsne_3336,249
tsne_3337,1157
tsne_3338,-1
tsne_3339,466
tsne_3340,19
tsne_3341,-1
tsne_3342,35
tsne_3343,938
tsne_3344,-1
tsne_3345,244
tsne_3346,950
tsne_3347,1158
tsne_3348,-1
tsne_3349,-1
tsne_3350,1159
tsne_3351,-1
tsne_3352,1160
tsne_3353,74
tsne_3354,-1
tsne_3355,1025
tsne_3356,204
tsne_3357,828
tsne_3358,-1
tsne_3359,1161
tsne_3360,182
tsne_3361,1162
tsne_3362,1114
tsne_3363,790
tsne_3364,693
tsne_3365,781
tsne_3366,916
tsne_3367,-1
tsne_3368,726
tsne_3369,719
tsne_3370,894
tsne_3371,992
tsne_3372,377
tsne_3373,194
tsne_3374,1017
tsne_3375,846
tsne_3376,1021
tsne_3377,-1
tsne_3378,1163
tsne_3379,730
tsne_3380,719
tsne_3381,12
tsne_3382,617
tsne_3383,806
tsne_3384,644
tsne_3385,-1
tsne_3386,-1
tsne_3387,335
tsne_3388,-1
tsne_3389,335
tsne_3390,1164
tsne_3391,894
tsne_3392,-1
tsne_3393,540
tsne_3394,409
tsne_3395,1153
tsne_3396,799
tsne_3397,58
tsne_3398,-1
tsne_3399,354
tsne_3400,1165
tsne_3401,-1
tsne_3402,-1
tsne_3403,1073
tsne_3404,185
tsne_3405,135
tsne_3406,181
tsne_3407,104
tsne_3408,431
tsne_3409,-1
tsne_3410,8
tsne_3411,605
tsne_3412,237
tsne_3413,377
tsne_3414,1166
tsne_3415,644
tsne_3416,274
tsne_3417,642
tsne_3418,552
tsne_3419,1167
tsne_3420,179
tsne_3421,242
tsne_3422,-1
tsne_3423,-1
tsne_3424,35
tsne_3425,810
tsne_3426,-1
tsne_3427,649
tsne_3428,152
tsne_3429,-1
tsne_3430,-1
tsne_3431,-1
tsne_3432,1168
tsne_3433,-1
tsne_3434,-1
tsne_3435,186
tsne_3436,932
tsne_3437,1022
tsne_3438,1169
tsne_3439,1170
tsne_3440,-1
tsne_3441,913
tsne_3442,179
tsne_3443,608
tsne_3444,-1
tsne_3445,549
tsne_3446,925
tsne_3447,-1
tsne_3448,241
tsne_3449,-1
tsne_3450,2
tsne_3451,1138
tsne_3452,1171
tsne_3453,1172
tsne_3454,1173
tsne_3455,578
tsne_3456,-1
tsne_3457,886
tsne_3458,-1
tsne_3459,630
tsne_3460,881
tsne_3461,-1
tsne_3462,240
tsne_3463,300
tsne_3464,1033
tsne_3465,-1
tsne_3466,937
tsne_3467,610
tsne_3468,713
tsne_3469,848
tsne_3470,1174
tsne_3471,-1
tsne_3472,-1
tsne_3473,961
tsne_3474,223
tsne_3475,58
tsne_3476,-1
tsne_3477,1104
tsne_3478,-1
tsne_3479,346
tsne_3480,58
tsne_3481,335
tsne_3482,-1
tsne_3483,648
tsne_3484,705
tsne_3485,54
tsne_3486,-1
tsne_3487,100
tsne_3488,-1
tsne_3489,1132
tsne_3490,216
tsne_3491,1175
tsne_3492,89
tsne_3493,19
tsne_3494,-1
tsne_3495,1106
tsne_3496,320
tsne_3497,139
tsne_3498,-1
tsne_3499,785
tsne_3500,-1
tsne_3501,-1
tsne_3502,217
tsne_3503,722
tsne_3504,1176
tsne_3505,167
tsne_3506,12
tsne_3507,1177
tsne_3508,810
tsne_3509,513
tsne_3510,-1
tsne_3511,238
tsne_3512,637
tsne_3513,89
tsne_3514,1178
tsne_3515,296
tsne_3516,-1
tsne_3517,1076
tsne_3518,1179
tsne_3519,760
tsne_3520,490
tsne_3521,147
tsne_3522,1173
tsne_3523,425
tsne_3524,628
tsne_3525,693
tsne_3526,1180
tsne_3527,1181
tsne_3528,1100
tsne_3529,1136
tsne_3530,650
tsne_3531,-1
tsne_3532,-1
tsne_3533,617
tsne_3534,182
tsne_3535,803
tsne_3536,62
tsne_3537,774
tsne_3538,19
tsne_3539,763
tsne_3540,-1
tsne_3541,-1
tsne_3542,-1
tsne_3543,72
tsne_3544,-1
tsne_3545,564
tsne_3546,250
tsne_3547,206
tsne_3548,1085
tsne_3549,613
tsne_3550,16
tsne_3551,740
tsne_3552,933
tsne_3553,-1
tsne_3554,448
tsne_3555,379
tsne_3556,-1
tsne_3557,-1
tsne_3558,312
tsne_3559,1182
tsne_3560,-1
tsne_3561,126
tsne_3562,-1
tsne_3563,-1
tsne_3564,1158
tsne_3565,1183
tsne_3566,-1
tsne_3567,-1
tsne_3568,-1
tsne_3569,-1
tsne_3570,614
tsne_3571,1128
tsne_3572,35
tsne_3573,1116
tsne_3574,355
tsne_3575,66
tsne_3576,-1
tsne_3577,1184
tsne_3578,1040
tsne_3579,1185
tsne_3580,-1
tsne_3581,-1
tsne_3582,103
tsne_3583,-1
tsne_3584,656
tsne_3585,526
tsne_3586,793
tsne_3587,-1
tsne_3588,687
tsne_3589,173
tsne_3590,-1
tsne_3591,1186
tsne_3592,-1
tsne_3593,820
tsne_3594,-1
tsne_3595,53
tsne_3596,827
tsne_3597,-1
tsne_3598,-1
tsne_3599,-1
tsne_3600,57
tsne_3601,106
tsne_3602,1017
tsne_3603,853
tsne_3604,967
tsne_3605,956
tsne_3606,92
tsne_3607,217
tsne_3608,715
tsne_3609,665
tsne_3610,10
tsne_3611,377
tsne_3612,282
tsne_3613,621
tsne_3614,371
tsne_3615,248
tsne_3616,-1
tsne_3617,332
tsne_3618,896
tsne_3619,747
tsne_3620,-1
tsne_3621,1002
tsne_3622,27
tsne_3623,-1
tsne_3624,-1
tsne_3625,346
tsne_3626,1187
tsne_3627,-1
tsne_3628,430
tsne_3629,-1
tsne_3630,334
tsne_3631,127
tsne_3632,366
tsne_3633,794
tsne_3634,217
tsne_3635,265
tsne_3636,525
tsne_3637,-1
tsne_3638,-1
tsne_3639,280
tsne_3640,360
tsne_3641,-1
tsne_3642,-1
tsne_3643,-1
tsne_3644,-1
tsne_3645,145
tsne_3646,-1
tsne_3647,220
tsne_3648,-1
tsne_3649,1188
tsne_3650,1163
tsne_3651,331
tsne_3652,161
tsne_3653,32
tsne_3654,245
tsne_3655,-1
tsne_3656,414
tsne_3657,1020
tsne_3658,104
tsne_3659,832
tsne_3660,91
tsne_3661,106
tsne_3662,354
tsne_3663,813
tsne_3664,18
tsne_3665,1189
tsne_3666,-1
tsne_3667,833
tsne_3668,1088
tsne_3669,-1
tsne_3670,407
tsne_3671,559
tsne_3672,-1
tsne_3673,-1
tsne_3674,-1
tsne_3675,-1
tsne_3676,-1
tsne_3677,795
tsne_3678,643
tsne_3679,602
tsne_3680,289
tsne_3681,554
tsne_3682,-1
tsne_3683,52
tsne_3684,-1
tsne_3685,1190
tsne_3686,-1
tsne_3687,-1
tsne_3688,955
tsne_3689,1130
tsne_3690,661
tsne_3691,352
tsne_3692,81
tsne_3693,-1
tsne_3694,-1
tsne_3695,1191
tsne_3696,-1
tsne_3697,1090
tsne_3698,251
tsne_3699,910
tsne_3700,606
tsne_3701,649
tsne_3702,1192
tsne_3703,594
tsne_3704,52
tsne_3705,431
tsne_3706,82
tsne_3707,93
tsne_3708,-1
tsne_3709,415
tsne_3710,-1
tsne_3711,161
tsne_3712,-1
tsne_3713,649
tsne_3714,813
tsne_3715,1033
tsne_3716,454
tsne_3717,720
tsne_3718,253
tsne_3719,-1
tsne_3720,245
tsne_3721,983
tsne_3722,-1
tsne_3723,1193
tsne_3724,1001
tsne_3725,1194
tsne_3726,-1
tsne_3727,1195
tsne_3728,1196
tsne_3729,526
tsne_3730,89
tsne_3731,1180
tsne_3732,-1
tsne_3733,691
tsne_3734,118
tsne_3735,387
tsne_3736,746
tsne_3737,562
tsne_3738,1197
tsne_3739,209
tsne_3740,1137
tsne_3741,71
tsne_3742,-1
tsne_3743,277
tsne_3744,1198
tsne_3745,71
tsne_3746,-1
tsne_3747,744
tsne_3748,-1
tsne_3749,1199
tsne_3750,723
tsne_3751,816
tsne_3752,218
tsne_3753,-1
tsne_3754,399
tsne_3755,115
tsne_3756,-1
tsne_3757,224
tsne_3758,1101
tsne_3759,435
tsne_3760,357
tsne_3761,150
tsne_3762,1152
tsne_3763,674
tsne_3764,273
tsne_3765,989
tsne_3766,1200
tsne_3767,289
tsne_3768,1201
tsne_3769,-1
tsne_3770,1202
tsne_3771,-1
tsne_3772,-1
tsne_3773,440
tsne_3774,316
tsne_3775,991
tsne_3776,-1
tsne_3777,921
tsne_3778,-1
tsne_3779,105
tsne_3780,-1
tsne_3781,-1
tsne_3782,1203
tsne_3783,553
tsne_3784,622
tsne_3785,1167
tsne_3786,-1
tsne_3787,267
tsne_3788,-1
tsne_3789,-1
tsne_3790,1204
tsne_3791,718
tsne_3792,-1
tsne_3793,1089
tsne_3794,18
tsne_3795,429
tsne_3796,-1
tsne_3797,17
tsne_3798,-1
tsne_3799,35
tsne_3800,1051
tsne_3801,1205
tsne_3802,953
tsne_3803,477
tsne_3804,1124
tsne_3805,106
tsne_3806,644
tsne_3807,326
tsne_3808,-1
tsne_3809,-1
tsne_3810,178
tsne_3811,1206
tsne_3812,575
tsne_3813,114
tsne_3814,939
tsne_3815,320
tsne_3816,404
tsne_3817,1207
tsne_3818,927
tsne_3819,-1
tsne_3820,-1
tsne_3821,-1
tsne_3822,427
tsne_3823,1189
tsne_3824,1208
tsne_3825,602
tsne_3826,1209
tsne_3827,728
tsne_3828,-1
tsne_3829,-1
tsne_3830,-1
tsne_3831,335
tsne_3832,1063
tsne_3833,219
tsne_3834,605
tsne_3835,752
tsne_3836,250
tsne_3837,1202
tsne_3838,1210
tsne_3839,189
tsne_3840,1211
tsne_3841,1045
tsne_3842,415
tsne_3843,74
tsne_3844,292
tsne_3845,1055
tsne_3846,500
tsne_3847,313
tsne_3848,605
tsne_3849,18
tsne_3850,-1
tsne_3851,1108
tsne_3852,400
tsne_3853,661
tsne_3854,650
tsne_3855,798
tsne_3856,-1
tsne_3857,75
tsne_3858,600
tsne_3859,801
tsne_3860,328
tsne_3861,785
tsne_3862,1111
tsne_3863,0
tsne_3864,110
tsne_3865,592
tsne_3866,476
tsne_3867,1212
tsne_3868,732
tsne_3869,943
tsne_3870,80
tsne_3871,645
tsne_3872,737
tsne_3873,459
tsne_3874,582
tsne_3875,807
tsne_3876,1175
tsne_3877,1213
tsne_3878,755
tsne_3879,92
tsne_3880,1150
tsne_3881,163
tsne_3882,1214
tsne_3883,1215
tsne_3884,832
tsne_3885,1168
tsne_3886,726
tsne_3887,486
tsne_3888,-1
tsne_3889,-1
tsne_3890,1216
tsne_3891,438
tsne_3892,-1
tsne_3893,575
tsne_3894,1194
tsne_3895,400
tsne_3896,567
tsne_3897,138
tsne_3898,-1
tsne_3899,110
tsne_3900,704
tsne_3901,128
tsne_3902,-1
tsne_3903,543
tsne_3904,693
tsne_3905,393
tsne_3906,273
tsne_3907,1131
tsne_3908,-1
tsne_3909,1119
tsne_3910,-1
tsne_3911,514
tsne_3912,442
tsne_3913,-1
tsne_3914,144
tsne_3915,104
tsne_3916,332
tsne_3917,12
tsne_3918,1217
tsne_3919,-1
tsne_3920,-1
tsne_3921,-1
tsne_3922,700
tsne_3923,104
tsne_3924,892
tsne_3925,925
tsne_3926,237
tsne_3927,-1
tsne_3928,29
tsne_3929,1218
tsne_3930,1219
tsne_3931,1060
tsne_3932,921
tsne_3933,98
tsne_3934,323
tsne_3935,692
tsne_3936,-1
tsne_3937,986
tsne_3938,906
tsne_3939,1160
tsne_3940,-1
tsne_3941,1107
tsne_3942,-1
tsne_3943,341
tsne_3944,137
tsne_3945,491
tsne_3946,-1
tsne_3947,744
tsne_3948,222
tsne_3949,-1
tsne_3950,777
tsne_3951,-1
tsne_3952,1196
tsne_3953,-1
tsne_3954,892
tsne_3955,212
tsne_3956,592
tsne_3957,935
tsne_3958,264
tsne_3959,1094
tsne_3960,82
tsne_3961,984
tsne_3962,430
tsne_3963,1211
tsne_3964,220
tsne_3965,707
tsne_3966,958
tsne_3967,-1
tsne_3968,1126
tsne_3969,1147
tsne_3970,185
tsne_3971,1195
tsne_3972,821
tsne_3973,271
tsne_3974,676
tsne_3975,-1
tsne_3976,135
tsne_3977,89
tsne_3978,1220
tsne_3979,1007
tsne_3980,141
tsne_3981,1221
tsne_3982,1222
tsne_3983,635
tsne_3984,1223
tsne_3985,352
tsne_3986,791
tsne_3987,281
tsne_3988,140
tsne_3989,1224
tsne_3990,1086
tsne_3991,591
tsne_3992,524
tsne_3993,820
tsne_3994,-1
tsne_3995,246
tsne_3996,-1
tsne_3997,933
tsne_3998,731
tsne_3999,1107
tsne_4000,339
tsne_4001,780
tsne_4002,53
tsne_4003,997
tsne_4004,171
tsne_4005,114
tsne_4006,-1
tsne_4007,1225
tsne_4008,1016
tsne_4009,1127
tsne_4010,387
tsne_4011,1103
tsne_4012,171
tsne_4013,597
tsne_4014,391
tsne_4015,-1
tsne_4016,1121
tsne_4017,238
tsne_4018,113
tsne_4019,16
tsne_4020,-1
tsne_4021,772
tsne_4022,17
tsne_4023,851
tsne_4024,680
tsne_4025,-1
tsne_4026,202
tsne_4027,781
tsne_4028,712
tsne_4029,1201
tsne_4030,273
tsne_4031,1164
tsne_4032,489
tsne_4033,1226
tsne_4034,587
tsne_4035,-1
tsne_4036,481
tsne_4037,1227
tsne_4038,1000
tsne_4039,974
tsne_4040,567
tsne_4041,-1
tsne_4042,544
tsne_4043,-1
tsne_4044,1114
tsne_4045,-1
tsne_4046,1228
tsne_4047,-1
tsne_4048,189
tsne_4049,-1
tsne_4050,-1
tsne_4051,494
tsne_4052,-1
tsne_4053,685
tsne_4054,727
tsne_4055,965
tsne_4056,-1
tsne_4057,-1
tsne_4058,1229
tsne_4059,-1
tsne_4060,1230
tsne_4061,784
tsne_4062,1231
tsne_4063,972
tsne_4064,-1
tsne_4065,955
tsne_4066,996
tsne_4067,-1
tsne_4068,-1
tsne_4069,-1
tsne_4070,1112
tsne_4071,898
tsne_4072,913
tsne_4073,864
tsne_4074,713
tsne_4075,-1
tsne_4076,1062
tsne_4077,1134
tsne_4078,-1
tsne_4079,351
tsne_4080,403
tsne_4081,984
tsne_4082,-1
tsne_4083,354
tsne_4084,336
tsne_4085,-1
tsne_4086,563
tsne_4087,906
tsne_4088,1130
tsne_4089,258
tsne_4090,1039
tsne_4091,908
tsne_4092,662
tsne_4093,917
tsne_4094,713
tsne_4095,-1
tsne_4096,-1
tsne_4097,-1
tsne_4098,1083
tsne_4099,-1
tsne_4100,772
tsne_4101,1232
tsne_4102,622
tsne_4103,519
tsne_4104,-1
tsne_4105,258
tsne_4106,1221
tsne_4107,857
tsne_4108,630
tsne_4109,526
tsne_4110,178
tsne_4111,1177
tsne_4112,-1
tsne_4113,1149
tsne_4114,474
tsne_4115,717
tsne_4116,45
tsne_4117,612
tsne_4118,237
tsne_4119,1233
tsne_4120,-1
tsne_4121,89
tsne_4122,206
tsne_4123,638
tsne_4124,631
tsne_4125,330
tsne_4126,214
tsne_4127,186
tsne_4128,1046
tsne_4129,403
tsne_4130,1178
tsne_4131,-1
tsne_4132,515
tsne_4133,686
tsne_4134,1234
tsne_4135,198
tsne_4136,-1
tsne_4137,1235
tsne_4138,1056
tsne_4139,-1
tsne_4140,-1
tsne_4141,1019
tsne_4142,-1
tsne_4143,1236
tsne_4144,-1
tsne_4145,-1
tsne_4146,487
tsne_4147,-1
tsne_4148,788
tsne_4149,608
tsne_4150,-1
tsne_4151,382
tsne_4152,-1
tsne_4153,543
tsne_4154,-1
tsne_4155,840
tsne_4156,505
tsne_4157,890
tsne_4158,-1
tsne_4159,460
tsne_4160,-1
tsne_4161,566
tsne_4162,841
tsne_4163,889
tsne_4164,731
tsne_4165,-1
tsne_4166,1237
tsne_4167,-1
tsne_4168,519
tsne_4169,908
tsne_4170,60
tsne_4171,-1
tsne_4172,1238
tsne_4173,-1
tsne_4174,682
tsne_4175,109
tsne_4176,1074
tsne_4177,1195
tsne_4178,1239
tsne_4179,515
tsne_4180,203
tsne_4181,1186
tsne_4182,-1
tsne_4183,630
tsne_4184,-1
tsne_4185,975
tsne_4186,-1
tsne_4187,-1
tsne_4188,383
tsne_4189,-1
tsne_4190,-1
tsne_4191,175
tsne_4192,544
tsne_4193,116
tsne_4194,934
tsne_4195,323
tsne_4196,778
tsne_4197,75
tsne_4198,395
tsne_4199,-1
tsne_4200,664
tsne_4201,142
tsne_4202,238
tsne_4203,1240
tsne_4204,783
tsne_4205,12
tsne_4206,874
tsne_4207,-1
tsne_4208,1106
tsne_4209,33
tsne_4210,-1
tsne_4211,150
tsne_4212,-1
tsne_4213,438
tsne_4214,1080
tsne_4215,252
tsne_4216,1241
tsne_4217,-1
tsne_4218,621
tsne_4219,1242
tsne_4220,622
tsne_4221,-1
tsne_4222,-1
tsne_4223,-1
tsne_4224,171
tsne_4225,342
tsne_4226,1033
tsne_4227,-1
tsne_4228,1243
tsne_4229,22
tsne_4230,-1
tsne_4231,1244
tsne_4232,930
tsne_4233,-1
tsne_4234,-1
tsne_4235,-1
tsne_4236,461
tsne_4237,-1
tsne_4238,-1
tsne_4239,567
tsne_4240,1125
tsne_4241,-1
tsne_4242,1081
tsne_4243,979
tsne_4244,-1
tsne_4245,-1
tsne_4246,-1
tsne_4247,818
tsne_4248,630
tsne_4249,151
tsne_4250,85
tsne_4251,1022
tsne_4252,909
tsne_4253,-1
tsne_4254,-1
tsne_4255,-1
tsne_4256,933
tsne_4257,1220
tsne_4258,1036
tsne_4259,1171
tsne_4260,1027
tsne_4261,79
tsne_4262,771
tsne_4263,919
tsne_4264,125
tsne_4265,-1
tsne_4266,258
tsne_4267,204
tsne_4268,410
tsne_4269,678
tsne_4270,703
tsne_4271,-1
tsne_4272,34
tsne_4273,1026
tsne_4274,422
tsne_4275,988
tsne_4276,1230
tsne_4277,-1
tsne_4278,306
tsne_4279,-1
tsne_4280,479
tsne_4281,393
tsne_4282,123
tsne_4283,-1
tsne_4284,-1
tsne_4285,1041
tsne_4286,677
tsne_4287,-1
tsne_4288,564
tsne_4289,1245
tsne_4290,-1
tsne_4291,941
tsne_4292,521
tsne_4293,1197
tsne_4294,19
tsne_4295,1000
tsne_4296,103
tsne_4297,-1
tsne_4298,-1
tsne_4299,716
tsne_4300,373
tsne_4301,-1
tsne_4302,-1
tsne_4303,513
tsne_4304,-1
tsne_4305,376
tsne_4306,1141
tsne_4307,-1
tsne_4308,-1
tsne_4309,1009
tsne_4310,80
tsne_4311,-1
tsne_4312,980
tsne_4313,661
tsne_4314,713
tsne_4315,1002
tsne_4316,-1
tsne_4317,847
tsne_4318,1162
tsne_4319,604
tsne_4320,632
tsne_4321,1188
tsne_4322,327
tsne_4323,386
tsne_4324,-1
tsne_4325,-1
tsne_4326,-1
tsne_4327,-1
tsne_4328,450
tsne_4329,1143
tsne_4330,-1
tsne_4331,1049
tsne_4332,666
tsne_4333,75
tsne_4334,842
tsne_4335,194
tsne_4336,1159
tsne_4337,361
tsne_4338,583
tsne_4339,1052
tsne_4340,212
tsne_4341,750
tsne_4342,457
tsne_4343,1086
tsne_4344,215
tsne_4345,-1
tsne_4346,6
tsne_4347,1162
tsne_4348,883
tsne_4349,289
tsne_4350,916
tsne_4351,543
tsne_4352,752
tsne_4353,95
tsne_4354,400
tsne_4355,185
tsne_4356,567
tsne_4357,-1
tsne_4358,-1
tsne_4359,-1
tsne_4360,543
tsne_4361,-1
tsne_4362,242
tsne_4363,1246
tsne_4364,1247
tsne_4365,1122
tsne_4366,191
tsne_4367,-1
tsne_4368,-1
tsne_4369,1061
tsne_4370,-1
tsne_4371,-1
tsne_4372,-1
tsne_4373,1151
tsne_4374,-1
tsne_4375,-1
tsne_4376,929
tsne_4377,393
tsne_4378,161
tsne_4379,-1
tsne_4380,919
tsne_4381,699
tsne_4382,559
tsne_4383,105
tsne_4384,18
tsne_4385,425
tsne_4386,-1
tsne_4387,467
tsne_4388,57
tsne_4389,250
tsne_4390,512
tsne_4391,1184
tsne_4392,-1
tsne_4393,1130
tsne_4394,1133
tsne_4395,971
tsne_4396,1243
tsne_4397,45
tsne_4398,1248
tsne_4399,638
tsne_4400,1118
tsne_4401,592
tsne_4402,1193
tsne_4403,1249
tsne_4404,730
tsne_4405,900
tsne_4406,597
tsne_4407,421
tsne_4408,92
tsne_4409,233
tsne_4410,-1
tsne_4411,1212
tsne_4412,1250
tsne_4413,874
tsne_4414,482
tsne_4415,282
tsne_4416,-1
tsne_4417,1105
tsne_4418,1251
tsne_4419,683
tsne_4420,-1
tsne_4421,626
tsne_4422,920
tsne_4423,-1
tsne_4424,983
tsne_4425,474
tsne_4426,179
tsne_4427,-1
tsne_4428,683
tsne_4429,83
tsne_4430,143
tsne_4431,455
tsne_4432,363
tsne_4433,1238
tsne_4434,12
tsne_4435,1250
tsne_4436,184
tsne_4437,605
tsne_4438,273
tsne_4439,622
tsne_4440,713
tsne_4441,-1
tsne_4442,886
tsne_4443,969
tsne_4444,1252
tsne_4445,345
tsne_4446,156
tsne_4447,730
tsne_4448,799
tsne_4449,-1
tsne_4450,173
tsne_4451,1020
tsne_4452,650
tsne_4453,517
tsne_4454,-1
tsne_4455,958
tsne_4456,463
tsne_4457,-1
tsne_4458,861
tsne_4459,722
tsne_4460,171
tsne_4461,139
tsne_4462,353
tsne_4463,283
tsne_4464,-1
tsne_4465,440
tsne_4466,149
tsne_4467,1177
tsne_4468,285
tsne_4469,1232
tsne_4470,-1
tsne_4471,1155
tsne_4472,1233
tsne_4473,-1
tsne_4474,607
tsne_4475,-1
tsne_4476,1145
tsne_4477,887
tsne_4478,980
tsne_4479,-1
tsne_4480,-1
tsne_4481,335
tsne_4482,350
tsne_4483,171
tsne_4484,1240
tsne_4485,494
tsne_4486,-1
tsne_4487,571
tsne_4488,139
tsne_4489,425
tsne_4490,-1
tsne_4491,-1
tsne_4492,-1
tsne_4493,1214
tsne_4494,306
tsne_4495,465
tsne_4496,35
tsne_4497,615
tsne_4498,-1
tsne_4499,1253
tsne_4500,680
tsne_4501,359
tsne_4502,490
tsne_4503,836
tsne_4504,-1
tsne_4505,1254
tsne_4506,-1
tsne_4507,733
tsne_4508,-1
tsne_4509,-1
tsne_4510,-1
tsne_4511,322
tsne_4512,599
tsne_4513,1154
tsne_4514,-1
tsne_4515,964
tsne_4516,1255
tsne_4517,893
tsne_4518,1182
tsne_4519,-1
tsne_4520,879
tsne_4521,-1
tsne_4522,660
tsne_4523,827
tsne_4524,-1
tsne_4525,1203
tsne_4526,-1
tsne_4527,59
tsne_4528,624
tsne_4529,699
tsne_4530,741
tsne_4531,252
tsne_4532,-1
tsne_4533,-1
tsne_4534,921
tsne_4535,-1
tsne_4536,1146
tsne_4537,59
tsne_4538,1241
tsne_4539,339
tsne_4540,1075
tsne_4541,782
tsne_4542,-1
tsne_4543,848
tsne_4544,1132
tsne_4545,704
tsne_4546,-1
tsne_4547,1233
tsne_4548,611
tsne_4549,1256
tsne_4550,-1
tsne_4551,1117
tsne_4552,650
tsne_4553,861
tsne_4554,425
tsne_4555,704
tsne_4556,689
tsne_4557,-1
tsne_4558,-1
tsne_4559,12
tsne_4560,575
tsne_4561,270
tsne_4562,-1
tsne_4563,-1
tsne_4564,1257
tsne_4565,185
tsne_4566,1119
tsne_4567,406
tsne_4568,194
tsne_4569,1258
tsne_4570,273
tsne_4571,1259
tsne_4572,1224
tsne_4573,175
tsne_4574,1184
tsne_4575,1260
tsne_4576,-1
tsne_4577,1185
tsne_4578,1043
tsne_4579,339
tsne_4580,1261
tsne_4581,-1
tsne_4582,-1
tsne_4583,-1
tsne_4584,211
tsne_4585,127
tsne_4586,1003
tsne_4587,349
tsne_4588,698
tsne_4589,1014
tsne_4590,912
tsne_4591,333
tsne_4592,-1
tsne_4593,5
tsne_4594,693
tsne_4595,852
tsne_4596,905
